,adc,jg,mid,supp,top,win
887,18,19,1,25,11,True
888,202,3,4,45,23,False
889,104,19,90,63,27,False
890,67,57,134,117,164,True
891,21,121,157,223,78,True
892,202,106,99,25,62,False
893,22,154,1,25,133,False
894,96,64,63,412,54,True
895,222,64,45,25,57,True
896,21,32,90,1,150,False
897,29,106,245,63,68,True
898,18,62,105,267,75,False
899,202,79,90,143,31,False
900,67,154,69,412,58,True
901,81,32,1,12,80,False
902,67,141,103,117,48,True
903,202,57,91,17,86,False
904,18,31,69,412,92,True
905,67,154,99,40,27,True
906,202,141,45,89,86,True
907,29,54,103,117,157,False
908,21,67,61,37,111,False
909,96,10,50,201,58,True
910,21,141,1,98,236,True
911,81,254,61,432,157,False
912,29,102,238,53,39,True
913,67,141,157,99,17,False
914,29,24,115,40,57,False
915,498,19,161,143,27,True
916,18,80,55,40,24,True
917,51,56,26,63,75,False
918,96,19,45,16,75,True
919,21,79,90,267,58,False
920,18,64,4,40,32,False
921,67,33,8,267,133,True
922,67,141,245,26,114,True
923,498,11,163,497,58,False
924,81,121,115,111,114,True
925,29,5,101,44,75,False
926,67,11,74,25,39,False
927,21,33,115,111,75,True
928,51,33,61,37,24,True
929,67,2,103,117,86,False
930,29,4,105,16,54,False
931,67,11,136,63,80,True
932,67,121,61,161,85,True
933,18,5,38,1,23,False
934,202,121,13,37,31,True
935,222,59,163,53,48,True
936,202,11,101,12,516,False
937,202,141,161,37,64,True
938,21,77,117,53,17,False
939,110,19,67,161,122,False
940,18,36,34,223,150,True
941,18,203,238,16,23,True
942,498,19,38,89,39,False
943,21,33,99,16,516,False
944,202,106,238,143,80,True
945,119,9,99,25,41,False
946,202,254,30,111,150,True
947,51,56,34,25,23,True
948,202,57,105,111,58,False
949,67,113,115,89,122,True
950,21,35,105,223,516,False
951,236,141,238,89,59,True
952,18,106,61,37,58,False
953,21,19,61,267,98,True
954,110,11,42,40,23,False
955,21,32,103,25,27,True
956,498,19,99,412,79,False
957,29,79,157,161,41,True
958,22,102,63,16,114,False
959,67,122,43,3,10,True
960,18,9,13,412,75,False
961,29,131,112,40,58,True
962,18,11,134,201,54,True
963,22,20,69,53,48,False
964,67,203,99,89,79,True
965,119,5,38,497,58,False
966,21,31,141,53,85,False
967,96,516,245,117,157,True
968,18,19,69,44,126,False
969,21,11,1,40,91,True
970,22,32,1,53,141,False
971,18,254,25,497,79,True
972,29,141,31,44,27,True
973,22,19,157,89,111,False
974,119,24,1,53,14,True
975,222,64,45,497,23,False
976,429,104,81,497,516,False
977,18,113,90,99,54,True
978,18,33,90,412,8,True
979,498,141,4,111,57,True
980,236,32,41,43,92,False
981,236,92,4,37,122,True
982,110,5,245,40,80,False
983,18,24,99,143,48,False
984,22,113,245,16,23,True
985,429,266,157,412,17,True
986,18,79,61,90,126,True
987,21,421,238,26,10,False
988,498,24,45,26,516,False
989,22,56,85,44,58,True
990,29,141,4,53,17,True
991,21,111,34,89,11,False
992,236,79,13,497,75,True
993,119,2,161,89,122,True
994,29,59,112,267,141,False
995,110,141,112,143,150,False
996,498,254,55,497,516,True
997,29,141,131,43,150,True
998,22,28,103,111,58,False
999,22,141,38,16,62,True
1000,15,57,238,14,24,False
1001,81,76,112,432,420,True
1002,67,121,163,16,92,False
1003,29,121,238,40,68,True
1004,202,131,157,53,75,False
1005,222,106,90,412,31,False
1006,67,48,115,40,82,True
1007,29,113,61,53,6,True
1008,18,64,99,497,126,False
1009,51,104,55,16,92,False
1010,110,19,13,43,150,True
1011,18,59,61,53,86,True
1012,67,60,34,16,516,False
1013,21,19,157,37,126,True
1014,18,57,81,267,420,True
1015,236,19,157,25,14,False
1016,18,19,45,16,150,False
1017,22,11,99,40,75,True
1018,119,35,25,267,75,False
1019,236,24,245,89,17,True
1020,202,113,157,79,114,False
1021,119,92,134,89,420,True
1022,67,79,86,412,35,False
1023,498,54,157,40,126,True
1024,18,154,61,40,58,False
1025,498,79,31,89,86,True
1026,236,19,61,497,58,False
1027,51,31,115,412,2,False
1028,22,2,131,89,58,True
1029,236,57,4,40,5,False
1030,236,28,103,98,14,True
1031,222,5,238,412,23,False
1032,18,33,103,44,86,True
1033,119,154,81,89,75,False
1034,51,104,90,201,58,False
1035,236,59,81,113,91,True
1036,222,29,1,89,114,False
1037,22,141,63,40,80,True
1038,15,56,90,40,59,False
1039,18,19,112,201,14,True
1040,81,23,99,90,17,False
1041,29,11,45,12,150,True
1042,119,104,4,16,17,False
1043,29,24,103,111,54,True
1044,202,421,4,16,98,True
1045,498,19,8,26,58,False
1046,51,59,3,25,92,True
1047,202,23,81,40,111,False
1048,18,254,103,267,39,True
1049,18,113,103,89,24,True
1050,222,121,131,111,1,False
1051,429,56,157,516,240,False
1052,67,254,84,432,39,True
1053,429,64,101,497,27,True
1054,29,59,161,143,126,False
1055,15,33,45,16,164,False
1056,202,5,61,40,23,True
1057,429,32,99,25,86,False
1058,81,79,38,497,50,True
1059,222,113,103,37,23,False
1060,202,59,45,16,54,True
1061,110,120,4,16,59,True
1062,236,141,99,267,78,False
1063,21,266,157,37,17,True
1064,236,77,238,267,92,False
1065,202,59,84,267,68,False
1066,29,19,74,63,75,True
1067,222,11,4,111,6,True
1068,51,141,1,98,75,False
1069,222,64,105,201,31,False
1070,18,11,238,63,122,True
1071,202,254,245,412,27,True
1072,236,141,61,37,23,False
1073,21,32,45,99,78,False
1074,81,62,63,1,150,True
1075,18,131,38,111,516,True
1076,15,102,13,89,122,False
1077,18,154,61,412,122,True
1078,236,32,91,43,80,False
1079,67,120,99,267,114,True
1080,236,11,7,53,92,False
1081,96,19,42,201,57,True
1082,222,28,245,40,114,False
1083,222,64,55,412,59,True
1084,29,33,238,98,17,False
1085,96,516,61,412,57,False
1086,236,64,245,40,31,True
1087,110,64,4,412,150,True
1088,67,427,1,37,57,False
1089,29,14,99,37,122,True
1090,236,33,161,25,58,False
1091,15,254,81,111,57,True
1092,22,59,103,53,23,False
1093,119,11,163,45,86,True
1094,21,35,131,99,41,False
1095,81,64,4,40,126,True
1096,236,113,163,201,30,False
1097,429,60,61,53,157,True
1098,202,64,69,27,141,True
1099,15,106,63,89,57,False
1100,51,5,7,53,75,True
1101,51,19,7,26,57,True
1102,222,113,238,16,92,False
1103,18,421,134,40,57,True
1104,15,24,268,412,240,False
1105,51,33,4,37,92,False
1106,222,20,101,201,8,True
1107,29,57,164,16,4,False
1108,119,32,41,40,516,True
1109,15,60,238,111,78,False
1110,67,48,238,40,82,False
1111,29,141,157,412,245,True
1112,81,254,30,16,8,True
1113,222,32,45,497,5,False
1114,29,254,163,57,157,False
1115,67,19,30,53,114,True
1116,110,421,157,16,84,True
1117,202,19,238,117,68,False
1118,29,111,245,37,59,True
1119,202,11,103,99,126,False
1120,22,11,112,99,3,True
1121,67,19,157,43,39,False
1122,67,79,238,412,240,True
1123,15,35,99,37,23,False
1124,51,141,38,53,27,True
1125,18,32,34,37,58,False
1126,22,5,61,40,2,True
1127,18,76,105,89,58,False
1128,29,28,63,89,31,True
1129,119,57,103,412,5,False
1130,222,121,157,16,58,True
1131,236,516,105,117,62,False
1132,29,79,7,412,54,True
1133,202,131,141,201,17,False
1134,110,141,99,98,157,False
1135,29,24,55,497,58,True
1136,222,102,84,40,83,False
1137,110,11,103,99,114,True
1138,18,33,3,63,75,True
1139,22,64,157,37,86,False
1140,67,113,161,516,92,True
1141,222,31,7,497,122,False
1142,22,5,99,412,17,True
1143,222,105,50,16,58,False
1144,18,421,99,17,24,True
1145,18,57,61,40,122,False
1146,21,113,42,117,24,True
1147,21,131,236,25,6,True
1148,119,79,245,111,516,False
1149,96,62,4,12,75,True
1150,498,141,112,89,27,False
1151,18,80,127,412,78,False
1152,236,64,3,44,91,True
1153,81,59,99,40,23,True
1154,236,24,38,201,516,False
1155,21,121,34,89,92,True
1156,202,141,236,412,19,False
1157,96,5,69,78,31,True
1158,222,11,45,99,17,False
1159,222,121,38,40,48,True
1160,18,57,103,267,58,False
1161,222,79,245,40,92,False
1162,29,59,238,63,78,True
1163,202,60,38,25,150,False
1164,498,33,238,412,30,True
1165,15,19,238,37,74,False
1166,429,36,268,53,23,False
1167,222,141,38,40,80,True
1168,18,60,38,201,75,True
1169,498,79,85,267,17,False
1170,81,32,245,62,59,False
1171,222,121,91,117,23,True
1172,18,131,10,14,31,False
1173,236,77,45,412,23,True
1174,21,59,8,26,2,False
1175,236,141,99,53,157,True
1176,67,102,157,12,8,True
1177,15,104,69,412,39,False
1178,222,32,238,12,157,True
1179,81,141,115,45,23,False
1180,67,11,61,117,59,True
1181,236,60,238,16,122,False
1182,21,32,238,267,58,False
1183,18,254,1,37,86,True
1184,22,113,245,53,39,False
1185,81,23,45,26,98,True
1186,96,121,55,78,17,True
1187,22,141,90,412,122,False
1188,18,24,61,117,78,True
1189,498,104,103,16,6,False
1190,22,19,103,99,92,False
1191,18,113,91,98,240,True
1192,29,19,22,12,150,False
1193,67,20,101,44,23,True
1194,119,56,131,44,516,False
1195,21,32,105,432,23,True
1196,222,141,103,40,150,True
1197,81,79,4,12,68,False
1198,22,35,1,99,31,True
1199,222,106,103,53,80,False
1200,18,33,55,161,91,True
1201,119,266,31,40,17,False
1202,222,23,238,117,57,True
1203,67,33,136,40,58,False
1204,96,141,134,117,516,True
1205,18,32,45,40,150,False
1206,21,60,245,412,14,True
1207,498,106,105,37,2,True
1208,67,57,69,89,150,False
1209,18,102,4,44,48,False
1210,498,120,268,53,74,True
1211,119,59,105,267,157,False
1212,202,121,90,12,150,True
1213,29,141,238,9,45,False
1214,22,24,103,53,92,True
1215,67,11,34,89,122,False
1216,498,154,238,497,6,False
1217,22,60,101,117,92,True
1218,21,245,91,412,133,False
1219,18,33,105,12,98,True
1220,67,33,112,16,92,True
1221,51,102,157,40,98,False
1222,236,5,1,37,31,False
1223,51,113,131,267,5,True
1224,81,79,157,201,74,False
1225,18,427,90,44,82,True
1226,67,31,157,40,59,False
1227,29,19,55,40,92,True
1228,498,59,91,16,516,False
1229,202,141,91,16,85,True
1230,18,28,42,117,54,False
1231,22,24,245,50,23,True
1232,18,19,131,76,75,False
1233,22,31,103,40,157,True
1234,15,25,238,117,122,False
1235,22,35,34,412,58,True
1236,21,131,1,412,75,False
1237,498,104,238,53,85,True
1238,96,19,157,53,83,True
1239,236,32,91,25,516,False
1240,29,121,90,412,58,True
1241,67,141,8,201,86,False
1242,29,79,103,412,62,True
1243,18,57,99,432,141,True
1244,222,59,38,201,75,False
1245,236,77,61,25,92,False
1246,110,3,157,89,41,True
1247,21,59,69,201,39,False
1248,18,121,103,12,236,True
1249,29,24,8,37,50,True
1250,67,11,134,267,122,False
1251,18,64,90,223,157,False
1252,498,59,55,16,31,True
1253,22,75,134,37,86,False
1254,236,141,99,40,107,False
1255,18,121,1,143,58,True
1256,67,24,63,37,82,False
1257,202,64,238,53,31,True
1258,96,141,238,117,498,True
1259,222,5,103,37,27,False
1260,18,19,3,497,59,True
1261,222,141,45,9,23,True
1262,236,254,99,412,150,False
1263,429,33,245,89,57,True
1264,67,24,245,12,17,False
1265,51,5,63,43,122,True
1266,18,59,115,53,266,True
1267,21,24,4,267,516,False
1268,51,141,103,267,420,False
1269,67,154,7,497,57,True
1270,81,106,38,16,75,True
1271,15,421,99,12,126,False
1272,22,11,61,53,24,True
1273,67,77,45,63,17,False
1274,202,5,238,26,79,True
1275,18,19,157,25,85,False
1276,202,35,105,412,92,False
1277,222,121,38,497,53,True
1278,18,117,58,53,55,True
1279,51,32,157,412,92,False
1280,18,33,99,201,10,False
1281,67,32,103,43,48,True
1282,236,141,157,99,54,False
1283,96,64,63,412,92,True
1284,110,62,61,16,68,False
1285,18,141,8,40,75,True
1286,67,516,63,53,164,False
1287,29,5,63,43,17,True
1288,67,11,63,412,17,True
1289,222,33,61,497,54,False
1290,236,421,157,9,98,True
1291,202,133,238,45,39,True
1292,498,20,157,25,24,False
1293,222,64,55,412,17,False
1294,67,102,101,267,24,False
1295,18,59,103,412,92,True
1296,498,104,55,12,17,False
1297,236,33,238,40,74,True
1298,498,11,134,497,54,False
1299,67,421,103,16,92,True
1300,67,11,3,16,85,False
1301,236,254,84,37,50,True
1302,22,78,4,44,75,True
1303,51,60,236,79,31,False
1304,18,23,85,37,86,False
1305,22,33,55,40,516,True
1306,29,19,38,16,86,True
1307,222,35,99,106,17,False
1308,29,64,157,53,150,False
1309,81,28,141,89,59,True
1310,18,79,103,516,78,True
1311,67,64,4,44,92,True
1312,119,76,112,90,36,False
1313,67,29,7,16,75,False
1314,202,32,81,25,91,True
1315,222,57,136,40,75,True
1316,51,64,1,53,80,False
1317,96,106,245,10,39,False
1318,21,102,105,44,157,True
1319,15,104,161,16,420,True
1320,81,28,99,12,150,False
1321,202,254,69,432,150,True
1322,67,516,99,53,17,False
1323,51,19,101,516,86,True
1324,29,59,238,40,84,False
1325,21,60,105,143,6,True
1326,29,5,105,25,86,True
1327,67,113,157,111,98,False
1328,18,24,90,161,38,True
1329,18,141,8,40,41,False
1330,222,48,112,44,62,True
1331,18,141,238,412,57,True
1332,29,113,4,117,92,False
1333,498,203,103,497,126,False
1334,21,121,26,16,83,True
1335,202,141,157,117,131,False
1336,18,57,42,497,23,True
1337,498,35,163,267,58,False
1338,110,9,61,99,150,False
1339,15,33,38,40,122,True
1340,222,32,90,89,58,False
1341,67,203,69,40,41,True
1342,29,31,238,53,240,True
1343,29,36,245,201,90,True
1344,222,32,115,53,83,False
1345,67,31,99,89,98,True
1346,236,80,34,37,48,False
1347,202,11,84,53,98,True
1348,15,79,13,267,31,False
1349,51,59,245,267,75,True
1350,18,141,1,412,92,False
1351,119,154,34,80,133,True
1352,29,238,63,53,23,False
1353,18,141,245,412,122,False
1354,222,11,34,117,86,False
1355,21,154,91,74,59,True
1356,236,57,112,40,54,False
1357,67,120,115,267,24,True
1358,67,5,105,412,420,True
1359,81,19,99,12,122,False
1360,498,11,131,53,58,True
1361,222,19,74,412,157,False
1362,498,11,112,497,17,False
1363,29,59,157,267,31,True
1364,236,78,7,497,41,False
1365,67,154,115,53,104,True
1366,222,48,127,53,84,False
1367,21,57,62,37,17,True
1368,81,79,91,223,57,True
1369,110,62,131,412,58,False
1370,67,421,238,63,58,False
1371,236,11,55,44,157,True
1372,21,23,245,43,74,False
1373,429,131,236,78,48,False
1374,498,79,25,497,24,True
1375,133,79,161,26,98,True
1376,21,121,268,25,24,False
1377,498,79,61,16,82,False
1378,18,64,91,43,122,True
1379,429,120,161,45,90,True
1380,67,5,99,25,39,False
1381,110,11,238,143,31,False
1382,236,19,157,63,85,True
1383,498,154,63,497,75,True
1384,18,59,3,412,141,False
1385,18,64,126,12,39,False
1386,22,120,112,37,98,False
1387,498,113,238,412,150,True
1388,202,64,7,37,420,True
1389,498,254,103,20,41,False
1390,429,28,90,89,17,False
1391,498,254,38,412,31,True
1392,15,154,164,99,31,True
1393,429,32,238,89,85,False
1394,15,35,161,78,2,False
1395,18,11,38,40,92,True
1396,67,31,90,111,106,True
1397,29,121,238,12,59,False
1398,498,2,131,16,516,False
1399,67,106,91,161,122,True
1400,22,19,134,12,23,True
1401,67,64,4,267,17,False
1402,21,254,43,37,150,True
1403,110,86,45,40,50,False
1404,67,56,63,99,82,False
1405,51,19,1,412,80,True
1406,67,141,4,12,24,False
1407,498,79,34,40,41,True
1408,18,5,134,37,420,True
1409,202,203,112,53,14,False
1410,18,120,131,53,92,False
1411,21,20,105,1,57,True
1412,236,9,30,89,75,True
1413,119,11,8,412,122,False
1414,29,59,61,497,86,False
1415,18,33,238,117,85,True
1416,29,36,245,497,75,True
1417,67,19,45,78,122,False
1418,67,31,8,44,98,True
1419,81,19,38,37,150,False
1420,67,24,84,497,5,False
1421,29,59,74,17,80,True
1422,236,23,238,53,86,False
1423,429,19,99,40,59,False
1424,202,35,157,117,80,True
1425,15,254,103,43,48,False
1426,96,62,84,16,24,True
1427,429,20,157,201,122,False
1428,202,28,45,43,92,True
1429,67,141,99,412,122,True
1430,119,32,75,57,86,False
1431,96,120,1,40,39,True
1432,18,11,236,25,54,False
1433,67,254,238,40,82,True
1434,498,121,61,63,240,False
1435,429,64,90,412,80,False
1436,29,59,245,16,114,True
1437,96,107,103,89,68,True
1438,236,19,21,53,98,False
1439,222,421,4,12,150,False
1440,18,59,134,43,98,True
1441,18,121,30,40,39,False
1442,202,141,161,412,23,True
1443,119,11,55,412,157,False
1444,51,421,61,40,74,True
1445,236,57,238,40,245,True
1446,202,141,25,267,240,False
1447,110,11,127,412,59,True
1448,81,141,55,497,54,False
1449,236,104,245,1,157,True
1450,21,57,74,14,516,False
1451,18,33,82,40,126,False
1452,29,121,245,37,62,True
1453,222,11,134,111,68,True
1454,22,19,91,89,6,False
1455,21,254,31,99,6,False
1456,67,33,91,40,50,True
1457,236,113,103,44,84,False
1458,67,32,45,161,31,True
1459,18,106,105,37,150,False
1460,18,62,112,267,150,True
1461,119,11,236,44,111,False
1462,498,33,105,497,24,True
1463,67,11,112,111,19,False
1464,81,121,236,412,74,True
1465,498,54,61,412,62,True
1466,29,36,3,267,157,False
1467,236,19,55,106,122,True
1468,236,57,103,106,114,False
1469,18,77,91,1,157,True
1470,22,33,134,44,75,True
1471,81,113,103,99,2,False
1472,21,77,126,412,92,False
1473,429,141,45,61,58,True
1474,498,62,90,37,133,False
1475,18,76,55,143,126,True
1476,202,11,13,37,141,False
1477,29,104,63,57,62,True
1478,81,9,157,25,62,False
1479,222,64,103,21,114,True
1480,29,31,45,16,122,True
1481,15,19,7,37,23,False
1482,67,24,238,201,86,True
1483,15,59,99,111,420,False
1484,51,56,69,12,92,False
1485,115,33,157,432,41,True
1486,222,48,69,117,157,False
1487,21,113,45,44,27,True
1488,18,24,84,201,62,False
1489,15,32,25,37,39,True
1490,498,121,45,44,75,True
1491,202,141,43,89,126,False
1492,67,24,99,35,75,False
1493,22,31,157,412,11,True
1494,51,141,245,161,86,False
1495,21,32,115,412,11,True
1496,29,104,4,412,75,True
1497,18,11,103,40,516,False
1498,18,5,99,40,80,False
1499,202,79,103,111,126,True
1500,236,60,84,37,50,True
1501,110,421,61,497,58,False
1502,236,28,38,12,122,True
1503,29,64,134,1,78,False
1504,498,92,4,43,80,True
1505,22,141,157,117,57,False
1506,18,254,143,267,86,True
1507,119,64,34,16,23,False
1508,119,32,245,267,266,True
1509,81,59,157,412,516,True
1510,222,113,115,53,150,False
1511,110,141,134,40,62,True
1512,67,19,4,53,58,False
1513,29,141,134,12,86,False
1514,119,11,26,16,57,True
1515,222,107,69,412,54,True
1516,29,64,1,53,266,False
1517,29,23,61,40,83,False
1518,119,245,69,117,420,True
1519,51,24,134,53,50,False
1520,21,2,25,267,59,True
1521,96,64,61,44,41,False
1522,222,28,131,40,157,True
1523,29,19,112,26,2,True
1524,67,427,61,412,17,False
1525,51,84,8,432,150,True
1526,498,64,105,79,59,False
1527,29,5,2,78,75,True
1528,96,60,157,16,23,False
1529,236,33,38,89,126,True
1530,110,35,91,99,17,False
1531,22,102,117,53,68,False
1532,67,32,38,143,77,True
1533,222,79,41,37,75,True
1534,22,54,1,412,157,False
1535,22,102,4,111,17,True
1536,29,59,61,40,14,False
1537,222,11,42,412,23,False
1538,18,24,61,201,27,True
1539,18,9,1,117,516,True
1540,29,141,157,43,98,False
1541,18,31,134,44,24,True
1542,222,131,34,53,23,True
1543,21,31,84,267,24,False
1544,96,57,238,89,75,True
1545,498,62,157,143,10,False
1546,18,121,236,25,122,True
1547,133,19,99,40,8,False
1548,67,60,1,412,41,False
1549,96,98,103,25,420,True
1550,222,254,157,223,75,False
1551,22,121,238,53,17,True
1552,18,102,90,267,157,False
1553,202,141,245,117,27,True
1554,67,35,238,117,122,False
1555,119,36,99,412,516,True
1556,22,141,238,161,516,False
1557,498,33,61,25,58,True
1558,15,57,157,37,83,True
1559,67,59,8,43,24,False
1560,133,102,134,267,62,True
1561,51,33,163,16,126,False
1562,236,141,17,117,6,False
1563,29,64,134,201,24,True
1564,498,113,115,16,83,True
1565,96,102,61,40,92,False
1566,29,141,103,412,223,False
1567,236,5,103,53,68,True
1568,222,35,101,53,17,False
1569,18,39,1,432,126,False
1570,29,31,161,412,163,False
1571,18,98,99,40,150,True
1572,119,154,105,143,23,True
1573,22,89,1,99,54,False
1574,222,421,1,25,24,False
1575,18,80,61,89,54,True
1576,18,141,61,63,23,True
1577,222,79,236,37,21,False
1578,119,33,4,412,59,False
1579,236,254,34,40,11,True
1580,67,201,61,48,23,False
1581,110,32,45,117,122,True
1582,29,11,238,201,245,False
1583,222,33,92,412,62,True
1584,202,24,50,40,122,True
1585,222,113,74,161,59,False
1586,29,19,1,43,157,True
1587,222,80,45,53,164,False
1588,222,131,81,40,420,False
1589,29,203,7,14,86,True
1590,110,421,61,412,75,False
1591,15,113,236,44,84,True
1592,67,19,245,16,85,True
1593,18,79,103,412,80,False
1594,51,113,8,53,266,True
1595,15,19,112,412,41,False
1596,29,141,105,37,516,False
1597,202,104,25,412,122,True
1598,119,5,61,40,48,False
1599,236,113,84,1,54,True
1600,67,121,238,40,41,False
1601,498,59,61,53,24,True
1602,29,32,105,432,43,False
1603,81,59,55,516,58,True
1604,222,120,90,89,48,False
1605,18,59,134,16,50,True
1606,21,33,13,37,24,True
1607,18,35,61,223,157,False
1608,110,32,268,497,30,False
1609,222,113,134,40,57,True
1610,110,11,61,497,113,True
1611,202,5,63,143,98,False
1612,202,102,99,117,10,False
1613,18,254,69,201,92,True
1614,29,245,7,63,58,False
1615,202,102,4,25,56,True
1616,119,19,127,40,23,True
1617,15,56,61,14,516,False
1618,18,11,38,201,122,False
1619,498,56,45,40,92,True
1620,222,111,99,16,86,True
1621,29,19,163,37,114,False
1622,429,11,90,34,27,True
1623,22,19,84,201,96,False
1624,119,421,63,99,122,True
1625,222,86,126,74,45,False
1626,498,11,55,412,17,True
1627,498,59,115,40,3,True
1628,29,79,91,45,27,True
1629,498,113,238,117,150,False
1630,96,54,131,16,23,False
1631,18,11,25,40,86,True
1632,222,141,1,12,92,False
1633,429,76,41,143,240,False
1634,222,79,1,99,23,True
1635,29,48,134,267,27,False
1636,498,19,55,117,92,True
1637,67,121,157,40,516,False
1638,119,113,1,267,122,True
1639,81,141,4,37,86,False
1640,18,5,104,117,245,True
1641,29,33,103,267,98,True
1642,18,141,61,497,58,False
1643,222,64,1,40,59,True
1644,96,32,157,16,50,False
1645,119,120,157,25,114,False
1646,133,141,7,40,41,True
1647,202,5,245,267,83,True
1648,67,11,99,412,10,True
1649,15,106,245,89,126,False
1650,119,421,84,497,17,False
1651,67,120,38,26,98,False
1652,18,19,45,16,75,True
1653,110,102,41,412,245,False
1654,22,427,112,43,157,False
1655,18,59,99,117,92,True
1656,18,59,1,161,48,True
1657,498,141,39,412,57,False
1658,21,141,157,89,6,True
1659,21,64,4,53,98,True
1660,29,32,90,54,114,False
1661,202,24,161,53,98,True
1662,81,23,99,412,68,False
1663,51,23,4,412,54,True
1664,29,154,236,223,92,False
1665,21,120,268,37,122,False
1666,29,141,103,497,92,True
1667,18,120,91,53,59,False
1668,67,79,74,40,57,True
1669,498,254,63,16,114,True
1670,18,86,131,117,8,False
1671,15,11,7,40,41,True
1672,29,64,90,117,59,False
1673,222,102,126,9,14,True
1674,18,79,236,43,58,False
1675,202,254,134,161,86,False
1676,110,113,238,497,114,True
1677,22,11,61,412,48,True
1678,67,64,45,12,50,False
1679,498,28,25,497,24,False
1680,29,19,91,1,80,True
1681,18,79,63,117,126,False
1682,119,113,99,223,5,True
1683,202,24,245,25,240,True
1684,6,113,238,432,83,False
1685,222,120,127,25,240,False
1686,18,102,1,37,58,True
1687,51,5,163,37,114,False
1688,21,19,45,89,82,True
1689,18,141,61,53,58,True
1690,81,33,1,16,75,False
1691,236,64,133,43,127,False
1692,498,113,134,37,107,True
1693,22,56,245,12,126,False
1694,81,79,45,9,41,True
1695,236,5,25,40,59,True
1696,42,254,238,113,79,False
1697,119,64,38,412,133,True
1698,498,33,103,53,82,False
1699,110,23,61,54,75,True
1700,236,32,74,40,164,False
1701,18,120,69,62,86,True
1702,51,141,103,40,68,False
1703,29,32,61,497,106,False
1704,21,59,99,432,31,True
1705,51,5,103,89,57,True
1706,18,120,163,432,111,False
1707,81,9,90,201,86,False
1708,11,59,63,16,150,False
1709,222,79,112,267,50,True
1710,18,98,61,53,122,True
1711,81,120,42,25,84,False
1712,222,33,157,44,91,False
1713,202,59,34,143,23,True
1714,29,113,115,412,19,False
1715,18,104,26,44,98,True
1716,429,102,4,63,92,True
1717,498,120,45,497,98,False
1718,18,5,84,74,86,True
1719,51,107,157,497,31,False
1720,51,120,8,143,150,False
1721,119,79,25,40,27,True
1722,202,106,245,89,150,False
1723,110,32,157,40,122,True
1724,51,56,55,40,86,True
1725,15,33,4,53,39,True
1726,119,76,81,412,141,False
1727,18,19,61,40,98,True
1728,110,33,157,267,75,False
1729,18,19,157,98,17,False
1730,236,24,11,497,245,True
1731,18,31,236,16,59,True
1732,29,11,61,43,122,False
1733,202,24,238,412,13,True
1734,18,60,516,12,157,False
1735,67,64,1,412,78,True
1736,51,11,45,37,126,False
1737,222,79,134,44,157,False
1738,22,254,90,16,223,True
1739,22,10,61,432,122,False
1740,29,64,131,201,92,True
1741,15,154,112,40,59,False
1742,115,104,157,53,24,True
1743,29,19,238,40,8,False
1744,21,11,103,412,10,True
1745,119,141,4,16,59,True
1746,15,121,50,40,75,False
